,Name,Platform,Year of Release,Genre,Publisher,NA Sales,EU Sales,JP Sales,Other Sales,Global Sales,Critic Score,Critic Count,User Score,User Count,Developer,Rating
15499,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15505,Vitamin R,PSP,2013,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15506,Angelique Retour,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15507,Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,40.0,4.0,5.8,18.0,Koei,M
15510,Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15514,Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,70.0,15.0,7.4,9.0,Omega Force,T
15517,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15521,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15523,Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26.0,10.0,2.4,22.0,Bandai Namco Games,E10+
15526,Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15529,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15532,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15535,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,69.0,22.0,7.9,25.0,ApolloSoft,T
15539,X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15545,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15550,Otoko Yukaku,PSV,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15551,Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15552,Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,72.0,9.0,6.0,83.0,Bugbear,T
15554,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15556,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15558,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15560,Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15563,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15565,Resident Evil 5 HD,XOne,2016,Action,Capcom,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15572,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15573,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15579,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,"Vicious Cycle, Little Orbit",E10+
15580,Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,0.0,0.0,6.8,4.0,"Vicious Cycle, Little Orbit",E10+
15582,Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0.0,0.0,0.0,0.02,55.0,13.0,4.2,94.0,Inti Creates,E10+
15595,Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15597,Mushihimesama,X360,2012,Action,Cave,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15599,Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15601,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15602,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15612,Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15613,Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15615,The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,64.0,24.0,7.6,30.0,Frogwares,M
15617,Disney Infinity,PSV,2013,Action,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15620,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,65.0,5.0,6.6,21.0,Ivory Tower,T
15622,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15626,Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15627,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,62.0,11.0,7.3,12.0,Ubisoft Quebec,T
15628,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15629,Uppers,PSV,2016,Action,Marvelous Entertainment,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15631,Lovely x Cation 1 & 2,PSV,2015,Action,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15634,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15644,Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15647,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15648,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15659,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15662,The Crew: Wild Run,PC,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,74.0,6.0,7.4,41.0,Ivory Tower,T
15666,Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15670,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15671,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15676,Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,89.0,71.0,8.3,2191.0,Obsidian Entertainment,M
15680,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15692,Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15712,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15716,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15728,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15731,Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,0.0,0.0,7.6,5.0,1st Playable Productions,E10+
15734,Kimikare: New Semester,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15736,Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0.0,0.0,0.0,0.02,48.0,4.0,2.0,53.0,Radical Entertainment,M
15744,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,50.0,16.0,5.0,14.0,Magenta Software,E10+
15746,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15750,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Revolution Software,
15752,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,0.0,0.0,7.3,7.0,Telltale Games,T
15764,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15767,The Cube,Wii,2012,Action,Funbox Media,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15780,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15784,Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15785,Robotics;Notes,PSV,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15792,This War of Mine,PS4,2016,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15796,Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15800,Monster High 13 Wishes,3DS,2013,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Game Machine Studios,E
15811,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15813,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15816,Koihime Enbu,PS4,2016,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15820,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15825,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15827,MuvLuv Double Pack,PSV,2016,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15833,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15835,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15838,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15839,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15841,Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0.0,0.0,0.0,0.02,49.0,15.0,6.0,29.0,HB Studios Multimedia,T
15842,Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15843,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Cauldron Ltd.,T
15846,Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15851,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15853,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,87.0,59.0,8.7,2089.0,Larian Studios,M
15860,Kaleidoeve,PSV,2015,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15862,Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,77.0,12.0,7.2,11.0,Revolution Software,T
15866,Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.02,0.0,0.0,7.8,5.0,Ubisoft,T
15878,Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15879,Reine des Fleurs,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15882,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,38.0,5.0,0.0,0.0,Monkey Bar Games,E
15893,Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Big Ant Studios,
15904,Custom Drive,PSP,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15911,Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15913,Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15917,Ore wa Shoujo Mangaka,PSP,2012,Action,Giza10,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15919,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15923,Collar x Malice,PSV,2016,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,Otomate,
15928,Dream C Club: GoGo ,PS3,2014,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15934,White Album 2: Shiawase no Mukougawa,PSV,2013,Adventure,Aqua Plus,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15936,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15940,Kadenz fermata//Akkord:fortissimo,PSV,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15945,Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15947,Storm Lover 2nd,PSP,2013,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15950,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15951,Gaist Crusher God,3DS,2014,Action,Capcom,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15953,Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15957,Kiss Bell,PSV,2014,Adventure,Giga,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15972,I Doll U,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15977,Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Logris Games,
15982,The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,0.0,0.0,5.3,12.0,Maxis,T
15987,Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15992,Wand of Fortune R,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15993,Rugby World Cup 2015,PSV,2015,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,HB Studios Multimedia,E
15995,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15996,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15998,Harukanaru Toki no Naka de 6,PSP,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16003,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015,Action,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16004,Berserk and the Band of the Hawk,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,Omega Force,
16006,Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Behaviour Interactive,E10+
16012,Adventure Time: The Secret of the Nameless ,3DS,2014,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
16015,Dead Rising 2,XOne,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Blue Castle Games,M
16017,Mark McMorris Infinite Air,XOne,2016,Sports,FuRyu Corporation,0.01,0.0,0.0,0.0,0.02,0.0,0.0,7.1,18.0,HB Studios Multimedia,T
16018,Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16026,Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,Alchemist,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16027,Quantum Break,PC,2016,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,66.0,14.0,4.3,539.0,Remedy Entertainment,M
16032,Storm Lover Kai!!,PSP,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16037,Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016,Action,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
16041,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16045,Tiger & Bunny: Hero's Day,PSP,2013,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16046,Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Torus Games,E
16047,Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.02,0.0,0.0,5.2,5.0,Torus Games,E
16049,Accel World: Kasoku no Chouten,PS3,2013,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16054,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16064,DuckTales: Remastered,PC,2013,Action,Capcom,0.0,0.01,0.0,0.0,0.02,66.0,6.0,7.6,152.0,WayForward,E
16067,Dream C Club,PS3,2012,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16068,Assetto Corsa,XOne,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,63.0,9.0,6.7,27.0,Kunos Simulazioni,E
16071,Meiji Toukyou Renka: Twilight Kiss,PSP,2015,Action,Broccoli,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16073,4 Play Collection - Dark Mysteries,PC,2014,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
16074,Vitamin X: Detective B6,PSP,2012,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
16078,King's Quest: The Complete Collection,PS4,2016,Adventure,Activision,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,The Odd Gentlemen,E10+
16090,Contrast,PC,2013,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,62.0,24.0,7.7,169.0,Compulsion Games,T
16092,Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16102,SpongeBob: HeroPants,PSV,2015,Platform,Activision,0.01,0.0,0.0,0.0,0.01,0.0,0.0,5.1,7.0,Activision,E
16105,Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16106,Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16112,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,72.0,4.0,6.2,14.0,"Milestone, Milestone S.r.l",E
16115,Republique,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,72.0,35.0,5.8,29.0,"Camouflaj, LLC",M
16116,Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16119,Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,
16122,NBA 2K17,PC,2016,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0,Visual Concepts,E
16126,WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,
16131,Shinobi Koutsutsu,PSP,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16137,Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,13.0,Sony Interactive Entertainment,E10+
16138,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,
16142,Dead Rising,XOne,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.01,0.0,0.0,8.8,12.0,Capcom,M
16143,Abunai: Koi no Sousa Shitsu,PSP,2012,Action,Quinrose,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16144,MLB 15: The Show,PSV,2015,Sports,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01,0.0,0.0,8.8,5.0,SCEA San Diego Studios,E
16145,Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0.0,0.0,0.0,0.01,77.0,20.0,8.4,62.0,Inti Creates,E10+
16146,Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,Little Orbit,E
16148,Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,73.0,5.0,6.9,55.0,Big Ant Studios,E
16157,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16160,Raven's Cry,PS4,2015,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,
16168,Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16170,War for the Overworld,PC,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,65.0,14.0,7.7,90.0,Subterranean Games,
16173,Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16176,50 Classic Games,3DS,2012,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,
16177,Psycho-Pass,XOne,2014,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,,
16181,Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,"Interworks Unlimited, Inc.",E
16184,Rocksmith 2014 Edition Remastered,XOne,2016,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,Ubisoft,T
